Unnamed: 0,class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_color,ring_number,ring_type,spore_print_color,population,habitat
3095,poisonous,convex,smooth,gray,no,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
1614,poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,grasses
6257,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,none,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
417,poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
5960,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,none,smooth,silky,white,pink,white,one,evanescent,white,several,woods
5604,edible,knobbed,scaly,pink,yes,none,free,close,broad,red,enlarging,none,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
4091,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,woods
4362,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,woods
864,edible,convex,scaly,yellow,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,meadows
3138,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,paths
2377,edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
4145,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
266,edible,flat,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,abundant,grasses
3484,poisonous,convex,fibrous,white,no,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,brown,scattered,woods
6729,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,none,smooth,smooth,pink,white,white,one,evanescent,white,several,leaves
7524,edible,bell,smooth,white,no,none,free,crowded,broad,gray,enlarging,none,silky,silky,white,white,white,two,pendant,white,scattered,grasses
4066,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
5937,edible,flat,scaly,pink,yes,none,free,close,broad,red,enlarging,none,smooth,smooth,white,white,white,two,evanescent,white,clustered,waste
7553,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,none,smooth,silky,pink,pink,white,one,evanescent,white,several,leaves
1443,edible,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
2557,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
823,edible,convex,smooth,white,yes,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
8049,poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,none,silky,smooth,white,white,white,one,evanescent,white,several,leaves
4880,poisonous,flat,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
4849,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,several,woods
6777,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,none,silky,smooth,pink,pink,white,one,evanescent,white,several,woods
5027,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,paths
7695,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,none,silky,silky,pink,pink,white,one,evanescent,white,several,woods
6027,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,none,silky,silky,white,white,white,one,evanescent,white,several,leaves
4752,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,solitary,grasses
4964,edible,flat,smooth,buff,yes,none,free,close,broad,white,enlarging,none,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
4292,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,woods
3201,poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,paths
1107,edible,flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
7752,edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,none,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
5642,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,paths
2035,edible,convex,smooth,gray,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
4290,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,several,grasses
1101,edible,flat,smooth,white,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,brown,scattered,grasses
7744,edible,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,none,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
3019,edible,flat,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,several,woods
2664,edible,convex,fibrous,gray,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods
461,edible,flat,scaly,yellow,yes,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
296,edible,convex,smooth,yellow,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
1330,edible,convex,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
6987,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,none,silky,silky,white,white,white,one,evanescent,white,several,paths
4147,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,woods
5284,edible,convex,scaly,green,no,none,free,close,narrow,white,enlarging,none,smooth,fibrous,white,white,white,one,flaring,chocolate,several,woods
4296,poisonous,convex,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,paths
7734,poisonous,knobbed,scaly,brown,no,foul,free,close,narrow,buff,tapering,none,silky,silky,pink,white,white,one,evanescent,white,several,leaves
5890,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,solitary,woods
6857,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,none,silky,silky,white,white,white,one,evanescent,white,several,leaves
4790,poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,several,paths
362,edible,flat,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,abundant,grasses
7940,edible,flat,scaly,gray,yes,none,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,white,two,pendant,white,solitary,paths
1269,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods
1267,poisonous,flat,scaly,brown,yes,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,urban
8111,edible,knobbed,smooth,white,no,none,free,crowded,broad,pink,enlarging,none,smooth,smooth,white,white,white,two,pendant,white,numerous,grasses
3448,edible,convex,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,several,woods
2487,edible,convex,smooth,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
3573,edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,several,woods
1855,edible,convex,fibrous,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods
218,edible,convex,scaly,white,yes,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
1573,edible,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
6590,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,none,smooth,smooth,white,pink,white,one,evanescent,white,several,leaves
7069,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,none,silky,silky,pink,white,white,one,evanescent,white,several,paths
5056,poisonous,convex,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
3961,edible,flat,fibrous,gray,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,several,woods
1514,edible,convex,fibrous,white,yes,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
5189,poisonous,convex,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,paths
2733,edible,convex,scaly,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
7522,edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,none,smooth,smooth,orange,orange,brown,one,pendant,buff,clustered,leaves
7412,edible,knobbed,smooth,brown,no,none,attached,close,broad,brown,enlarging,none,smooth,smooth,orange,orange,orange,one,pendant,brown,clustered,leaves
3191,poisonous,convex,smooth,pink,no,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,scattered,woods
483,edible,flat,fibrous,gray,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,solitary,urban
3548,edible,flat,fibrous,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
2010,edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
3002,edible,flat,scaly,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,white,one,pendant,brown,solitary,woods
1209,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
2916,edible,convex,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,solitary,woods
2476,edible,convex,scaly,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
748,poisonous,convex,smooth,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
1821,edible,convex,fibrous,brown,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
4239,poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,grasses
5759,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
2810,edible,flat,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
7092,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,none,smooth,silky,white,pink,white,one,evanescent,white,several,woods
1220,edible,convex,scaly,yellow,yes,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,black,scattered,grasses
3613,edible,flat,scaly,brown,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
260,edible,flat,scaly,brown,yes,anise,free,close,broad,white,enlarging,rooted,smooth,scaly,white,white,white,one,pendant,brown,scattered,grasses
2271,edible,flat,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
3886,edible,flat,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,several,woods
5557,edible,flat,scaly,pink,yes,none,free,close,broad,red,enlarging,none,smooth,smooth,white,red,white,two,evanescent,white,clustered,waste
7747,edible,bell,smooth,gray,no,none,free,crowded,broad,white,enlarging,none,silky,silky,white,white,white,two,pendant,white,numerous,grasses
372,edible,convex,smooth,yellow,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,black,scattered,meadows
7323,poisonous,convex,scaly,brown,no,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods
801,edible,convex,scaly,yellow,yes,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
4629,poisonous,flat,smooth,buff,yes,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
6975,edible,knobbed,fibrous,white,no,none,free,crowded,broad,white,enlarging,none,smooth,smooth,white,white,white,two,pendant,white,scattered,grasses
3981,poisonous,convex,fibrous,pink,no,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
402,poisonous,convex,scaly,brown,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
6933,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,none,silky,silky,pink,white,white,one,evanescent,white,several,paths
2595,edible,convex,fibrous,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,solitary,woods
2342,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
5194,poisonous,convex,scaly,brown,no,foul,free,close,narrow,buff,tapering,none,silky,silky,white,pink,white,one,evanescent,white,several,leaves
3791,edible,flat,scaly,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,black,several,woods
1108,edible,bell,scaly,yellow,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
2515,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
4232,poisonous,flat,smooth,white,yes,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
7854,edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,none,silky,smooth,white,white,white,two,pendant,white,numerous,grasses
5832,poisonous,flat,scaly,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,solitary,grasses
2300,edible,convex,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,brown,several,woods
5289,poisonous,flat,smooth,gray,yes,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,grasses
4828,poisonous,convex,smooth,gray,yes,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,urban
988,edible,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,abundant,grasses
7057,poisonous,knobbed,smooth,red,no,spicy,free,close,narrow,buff,tapering,none,smooth,silky,white,white,white,one,evanescent,white,several,leaves
3652,poisonous,convex,scaly,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,white,one,large,chocolate,solitary,woods
6435,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,none,silky,silky,pink,pink,white,one,evanescent,white,several,paths
2823,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods
6178,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,none,silky,smooth,white,white,white,one,evanescent,white,several,woods
819,edible,bell,scaly,white,yes,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,grasses
2774,edible,convex,fibrous,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,black,several,woods
7868,poisonous,knobbed,smooth,red,no,foul,free,close,narrow,buff,tapering,none,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
1233,edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,brown,abundant,grasses
7029,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,none,silky,smooth,white,pink,white,one,evanescent,white,several,woods
567,edible,flat,smooth,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
3390,poisonous,convex,fibrous,pink,no,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
3727,edible,flat,scaly,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,white,one,pendant,brown,several,woods
5250,poisonous,convex,smooth,white,yes,foul,free,close,broad,pink,tapering,bulbous,smooth,fibrous,white,white,white,one,pendant,chocolate,several,grasses
1288,edible,convex,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
2182,edible,flat,fibrous,brown,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
6518,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,none,silky,smooth,white,pink,white,one,evanescent,white,several,leaves
3080,edible,flat,scaly,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,solitary,woods
1856,edible,convex,fibrous,yellow,yes,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
1577,poisonous,convex,scaly,brown,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
4378,poisonous,flat,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,grasses
7249,poisonous,knobbed,scaly,red,no,fishy,free,close,narrow,buff,tapering,none,silky,smooth,pink,pink,white,one,evanescent,white,several,paths
6334,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,none,silky,smooth,pink,white,white,one,evanescent,white,several,leaves
4155,edible,flat,scaly,red,yes,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,several,woods
2131,edible,convex,fibrous,white,no,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,scattered,grasses
4009,edible,flat,scaly,red,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,black,solitary,woods
273,edible,convex,scaly,yellow,yes,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,numerous,meadows
5527,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
2594,poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,white,one,large,chocolate,several,paths
7026,edible,convex,smooth,brown,no,none,attached,close,broad,brown,enlarging,none,smooth,smooth,orange,orange,orange,one,pendant,brown,clustered,leaves
2496,edible,flat,fibrous,brown,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,solitary,woods
1693,edible,flat,smooth,brown,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
3110,poisonous,convex,fibrous,gray,no,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,white,one,pendant,black,several,woods
5815,poisonous,convex,scaly,brown,no,spicy,free,close,narrow,buff,tapering,none,silky,silky,pink,pink,white,one,evanescent,white,several,leaves
7666,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,none,silky,silky,pink,white,white,one,evanescent,white,several,paths
7515,poisonous,knobbed,scaly,brown,no,spicy,free,close,narrow,buff,tapering,none,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
3570,poisonous,flat,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
5254,poisonous,convex,smooth,buff,yes,foul,free,close,broad,pink,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,scattered,grasses
16,edible,flat,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,white,one,evanescent,brown,abundant,grasses
5806,poisonous,flat,smooth,buff,yes,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,urban
125,edible,convex,smooth,white,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,black,scattered,grasses
1018,poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
3424,edible,flat,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,black,several,woods
968,edible,convex,smooth,brown,no,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,white,one,evanescent,black,scattered,grasses
5981,poisonous,flat,smooth,white,yes,foul,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,chocolate,scattered,urban
6790,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,none,smooth,silky,white,pink,white,one,evanescent,white,several,paths
6002,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,none,smooth,smooth,white,pink,white,one,evanescent,white,several,woods
1757,edible,convex,fibrous,brown,no,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,white,one,evanescent,black,scattered,grasses
1813,edible,convex,smooth,white,yes,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,white,one,pendant,brown,scattered,grasses
8114,poisonous,flat,scaly,cinnamon,no,musty,attached,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,white,none,none,white,clustered,woods
2831,edible,convex,fibrous,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,white,one,pendant,black,solitary,woods
2608,edible,convex,fibrous,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,white,one,pendant,black,solitary,woods
112,edible,convex,fibrous,white,yes,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,purple,several,woods
5695,edible,flat,smooth,brown,yes,none,free,close,broad,red,enlarging,none,smooth,smooth,red,white,white,two,evanescent,white,clustered,waste
4841,poisonous,convex,smooth,white,yes,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white,white,one,pendant,chocolate,several,grasses
5475,poisonous,convex,scaly,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,several,woods
3658,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,white,one,large,chocolate,solitary,woods
7612,edible,bell,smooth,brown,no,none,attached,close,broad,yellow,enlarging,none,smooth,smooth,orange,orange,orange,one,pendant,brown,clustered,leaves
4818,poisonous,flat,fibrous,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,white,one,large,chocolate,several,woods
1903,edible,flat,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,white,one,evanescent,black,scattered,grasses
3962,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,white,one,large,chocolate,solitary,woods
3690,edible,flat,scaly,gray,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,white,one,pendant,brown,several,woods
3568,edible,flat,scaly,red,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,white,one,pendant,brown,several,woods
4481,poisonous,convex,scaly,yellow,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,pink,white,one,large,chocolate,several,woods
3863,edible,convex,scaly,gray,yes,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,white,one,pendant,brown,solitary,woods
6492,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,none,silky,smooth,pink,pink,white,one,evanescent,white,several,leaves
8020,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,none,smooth,smooth,pink,pink,white,one,evanescent,white,several,woods
7060,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,none,smooth,smooth,white,white,white,one,evanescent,white,several,woods
1502,edible,flat,fibrous,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,white,one,evanescent,brown,scattered,grasses
1583,poisonous,flat,smooth,brown,yes,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,white,one,pendant,brown,several,urban
1207,poisonous,flat,scaly,white,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,scattered,urban
6762,edible,knobbed,fibrous,gray,no,none,free,crowded,broad,pink,enlarging,none,silky,smooth,white,white,white,two,pendant,white,scattered,grasses
7535,edible,convex,smooth,white,no,none,free,crowded,broad,gray,enlarging,none,silky,silky,white,white,white,two,pendant,white,numerous,grasses
4088,poisonous,flat,scaly,gray,no,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,white,one,large,chocolate,solitary,woods
3848,edible,flat,scaly,red,yes,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,white,one,pendant,brown,solitary,woods
8,poisonous,convex,scaly,white,yes,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,white,one,pendant,black,several,grasses
3220,edible,flat,scaly,brown,yes,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,white,one,pendant,brown,solitary,woods
7393,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,none,smooth,smooth,pink,pink,white,one,evanescent,white,several,paths
4220,poisonous,flat,fibrous,yellow,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown,white,one,large,chocolate,solitary,woods
4423,poisonous,flat,scaly,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,white,one,large,chocolate,several,paths
